"exp_value","b","sim","Static_exp"
2,100,1830,TRUE
1,100,1831,TRUE
2,100,1831,TRUE
1,100,1832,TRUE
2,100,1832,TRUE
1,100,1833,TRUE
2,100,1833,TRUE
1,100,1834,TRUE
2,100,1834,TRUE
1,100,1835,TRUE
2,100,1835,TRUE
1,100,1836,TRUE
2,100,1836,TRUE
1,100,1837,TRUE
2,100,1837,TRUE
1,100,1838,TRUE
2,100,1838,TRUE
1,100,1839,TRUE
2,100,1839,TRUE
1,100,1840,TRUE
2,100,1840,TRUE
1,100,1841,TRUE
2,100,1841,TRUE
1,100,1842,TRUE
2,100,1842,TRUE
1,100,1843,TRUE
2,100,1843,TRUE
1,100,1844,TRUE
2,100,1844,TRUE
1,100,1845,TRUE
2,100,1845,TRUE
1,100,1846,TRUE
2,100,1846,TRUE
1,100,1847,TRUE
2,100,1847,TRUE
1,100,1848,TRUE
2,100,1848,TRUE
1,100,1849,FALSE
2,100,1849,FALSE
1,100,1850,TRUE
2,100,1850,TRUE
1,100,1851,TRUE
2,100,1851,TRUE
1,100,1852,TRUE
2,100,1852,TRUE
1,100,1853,TRUE
2,100,1853,TRUE
1,100,1854,TRUE
2,100,1854,TRUE
1,100,1855,TRUE
2,100,1855,TRUE
1,100,1856,TRUE
2,100,1856,TRUE
1,100,1857,TRUE
2,100,1857,TRUE
1,100,1858,TRUE
2,100,1858,TRUE
1,100,1859,TRUE
2,100,1859,TRUE
1,100,1860,TRUE
2,100,1860,TRUE
1,100,1861,TRUE
2,100,1861,TRUE
1,100,1862,TRUE
2,100,1862,TRUE
1,100,1863,FALSE
2,100,1863,FALSE
1,100,1864,TRUE
2,100,1864,TRUE
1,100,1865,TRUE
2,100,1865,TRUE
1,100,1866,TRUE
2,100,1866,TRUE
1,100,1867,TRUE
2,100,1867,TRUE
1,100,1868,TRUE
2,100,1868,TRUE
1,100,1869,TRUE
2,100,1869,TRUE
1,100,1870,TRUE
2,100,1870,TRUE
1,100,1871,TRUE
2,100,1871,TRUE
1,100,1872,TRUE
2,100,1872,TRUE
1,100,1873,TRUE
2,100,1873,TRUE
1,100,1874,TRUE
2,100,1874,TRUE
1,100,1875,TRUE
2,100,1875,TRUE
1,100,1876,TRUE
2,100,1876,TRUE
1,100,1877,TRUE
2,100,1877,TRUE
1,100,1878,TRUE
2,100,1878,TRUE
1,100,1879,TRUE
2,100,1879,TRUE
1,100,1880,FALSE
2,100,1880,FALSE
1,100,1881,TRUE
2,100,1881,TRUE
1,100,1882,TRUE
2,100,1882,TRUE
1,100,1883,FALSE
2,100,1883,FALSE
1,100,1884,TRUE
2,100,1884,TRUE
1,100,1885,TRUE
2,100,1885,TRUE
1,100,1886,TRUE
2,100,1886,TRUE
1,100,1887,TRUE
2,100,1887,TRUE
1,100,1888,TRUE
2,100,1888,TRUE
1,100,1889,TRUE
2,100,1889,TRUE
1,100,1890,TRUE
2,100,1890,TRUE
1,100,1891,TRUE
2,100,1891,TRUE
1,100,1892,TRUE
2,100,1892,TRUE
1,100,1893,TRUE
2,100,1893,TRUE
1,100,1894,FALSE
2,100,1894,FALSE
1,100,1895,TRUE
2,100,1895,TRUE
1,100,1896,TRUE
2,100,1896,TRUE
1,100,1897,TRUE
2,100,1897,TRUE
1,100,1898,TRUE
2,100,1898,TRUE
1,100,1899,TRUE
2,100,1899,TRUE
1,100,1900,TRUE
2,100,1900,TRUE
1,100,1901,TRUE
2,100,1901,TRUE
1,100,1902,TRUE
2,100,1902,TRUE
1,100,1903,TRUE
2,100,1903,TRUE
1,100,1904,TRUE
2,100,1904,TRUE
1,100,1905,TRUE
2,100,1905,TRUE
1,100,1906,TRUE
2,100,1906,TRUE
1,100,1907,TRUE
2,100,1907,TRUE
1,100,1908,TRUE
2,100,1908,TRUE
1,100,1909,TRUE
2,100,1909,TRUE
1,100,1910,TRUE
2,100,1910,TRUE
1,100,1911,TRUE
2,100,1911,TRUE
1,100,1912,TRUE
2,100,1912,TRUE
1,100,1913,TRUE
2,100,1913,TRUE
1,100,1914,TRUE
2,100,1914,TRUE
1,100,1915,TRUE
2,100,1915,TRUE
1,100,1916,TRUE
2,100,1916,TRUE
1,100,1917,TRUE
2,100,1917,TRUE
1,100,1918,TRUE
2,100,1918,TRUE
1,100,1919,TRUE
2,100,1919,TRUE
1,100,1920,TRUE
2,100,1920,TRUE
1,100,1921,FALSE
2,100,1921,FALSE
1,100,1922,TRUE
2,100,1922,TRUE
1,100,1923,TRUE
2,100,1923,TRUE
1,100,1924,TRUE
2,100,1924,TRUE
1,100,1925,FALSE
2,100,1925,FALSE
1,100,1926,TRUE
2,100,1926,TRUE
1,100,1927,FALSE
2,100,1927,FALSE
1,100,1928,TRUE
2,100,1928,TRUE
1,100,1929,FALSE
2,100,1929,FALSE
1,100,1930,FALSE
2,100,1930,FALSE
1,100,1931,TRUE
2,100,1931,TRUE
1,100,1932,TRUE
2,100,1932,TRUE
1,100,1933,TRUE
2,100,1933,TRUE
1,100,1934,TRUE
2,100,1934,TRUE
1,100,1935,TRUE
2,100,1935,TRUE
1,100,1936,TRUE
2,100,1936,TRUE
1,100,1937,TRUE
2,100,1937,TRUE
1,100,1938,TRUE
2,100,1938,TRUE
1,100,1939,TRUE
2,100,1939,TRUE
1,100,1940,FALSE
2,100,1940,FALSE
1,100,1941,TRUE
2,100,1941,TRUE
1,100,1942,TRUE
2,100,1942,TRUE
1,100,1943,TRUE
2,100,1943,TRUE
1,100,1944,TRUE
2,100,1944,TRUE
1,100,1945,FALSE
2,100,1945,FALSE
1,100,1946,TRUE
2,100,1946,TRUE
1,100,1947,TRUE
2,100,1947,TRUE
1,100,1948,TRUE
2,100,1948,TRUE
1,100,1949,TRUE
2,100,1949,TRUE
1,100,1950,FALSE
2,100,1950,FALSE
1,100,1951,TRUE
2,100,1951,TRUE
1,100,1952,TRUE
2,100,1952,TRUE
1,100,1953,TRUE
2,100,1953,TRUE
1,100,1954,TRUE
2,100,1954,TRUE
1,100,1955,TRUE
2,100,1955,TRUE
1,100,1956,TRUE
2,100,1956,TRUE
1,100,1957,TRUE
2,100,1957,TRUE
1,100,1958,TRUE
2,100,1958,TRUE
1,100,1959,TRUE
2,100,1959,TRUE
1,100,1960,FALSE
2,100,1960,FALSE
1,100,1961,TRUE
2,100,1961,TRUE
1,100,1962,FALSE
2,100,1962,FALSE
1,100,1963,TRUE
2,100,1963,TRUE
1,100,1964,TRUE
2,100,1964,TRUE
1,100,1965,TRUE
2,100,1965,TRUE
1,100,1966,TRUE
2,100,1966,TRUE
1,100,1967,TRUE
2,100,1967,TRUE
1,100,1968,TRUE
2,100,1968,TRUE
1,100,1969,TRUE
2,100,1969,TRUE
1,100,1970,TRUE
2,100,1970,TRUE
1,100,1971,TRUE
2,100,1971,TRUE
1,100,1972,TRUE
2,100,1972,TRUE
1,100,1973,FALSE
2,100,1973,FALSE
1,100,1974,TRUE
2,100,1974,TRUE
1,100,1975,TRUE
2,100,1975,TRUE
1,100,1976,TRUE
2,100,1976,TRUE
1,100,1977,FALSE
2,100,1977,FALSE
1,100,1978,TRUE
2,100,1978,TRUE
1,100,1979,TRUE
2,100,1979,TRUE
1,100,1980,TRUE
2,100,1980,TRUE
1,100,1981,TRUE
2,100,1981,TRUE
1,100,1982,TRUE
2,100,1982,TRUE
1,100,1983,FALSE
2,100,1983,FALSE
1,100,1984,TRUE
2,100,1984,TRUE
1,100,1985,TRUE
2,100,1985,TRUE
1,100,1986,TRUE
2,100,1986,TRUE
1,100,1987,TRUE
2,100,1987,TRUE
1,100,1988,TRUE
2,100,1988,TRUE
1,100,1989,TRUE
2,100,1989,TRUE
1,100,1990,TRUE
2,100,1990,TRUE
1,100,1991,TRUE
2,100,1991,TRUE
1,100,1992,FALSE
2,100,1992,FALSE
1,100,1993,TRUE
2,100,1993,TRUE
1,100,1994,TRUE
2,100,1994,TRUE
1,100,1995,TRUE
2,100,1995,TRUE
1,100,1996,TRUE
2,100,1996,TRUE
1,100,1997,TRUE
2,100,1997,TRUE
1,100,1998,TRUE
2,100,1998,TRUE
1,100,1999,TRUE
2,100,1999,TRUE
1,100,2000,TRUE
2,100,2000,TRUE
